"Media ID","Title","Sort title","Studio","Content Rating","Year","Rating","Summary","Genres","View Count","Last Viewed at","Tagline","Release Date","Writers","Country","Duration","Directors","Roles","Labels","Locked Fields","Extras","Collections","Original Title","Added","Updated","Audio Languages","Audio Title","Subtitle Languages","Subtitle Title","Subtitle Codec","Subtitle Forced","Accessible","Exists","MetaDB Link","MetaData Language","Poster url","Art url","Chapter Source","Chapter Title"
"5825","Dallas Buyers Club","Dallas Buyers Club","Universal Pictures","R","2013","9.3","Loosely based on the true-life tale of
Ron Woodroof, a drug-taking, women-
loving, homophobic man who in 1986 was
diagnosed with HIV/AIDS and given thirty
days to live.","Biography - Drama","N/A","N/A","Sometimes it takes a hustler to change
the world","2013-11-17","Craig Borten - Melisa Wallack","USA","1:56:57","Jean-Marc Vallée","Matthew McConaughey - Jennifer Garner -
Jared Leto - Denis O'Hare - Steve Zahn -
Dallas Roberts - Michael O'Neill -
Griffin Dunne - Kevin Rankin - Bradford
Cox - Scott Takeda - Adam Dunn - Donna
DuPlantier - Deneen Tyler - J.D.
Evermore - Ian Casselberry - Jane
McNeill - Juliet Reeves - Douglas M.
Griffin","N/A","N/A","0","N/A","Dallas Buyers Club","2018-10-07","2018-10-07","eng","Surround Sound","eng - chi - chi - eng","N/A - N/A - N/A - N/A","srt - srt - srt - srt","N/A - N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt0790636","en","/library/metadata/5825/thumb/1538908129","/library/metadata/5825/art/1538908129","media","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A - N/A - N/A - N/A - N/A - N/A -
N/A - N/A - N/A - N/A - N/A - N/A - N/A"
"5455","The Dark Knight","Dark Knight","Warner Bros. Pictures","PG-13","2008","9.4","Batman raises the stakes in his war on
crime. With the help of Lt. Jim Gordon
and District Attorney Harvey Dent,
Batman sets out to dismantle the
remaining criminal organizations that
plague the streets. The partnership
proves to be effective, but they soon
find themselves prey to a reign of chaos
unleashed by a rising criminal
mastermind known to the terrified
citizens of Gotham as the Joker.","Action - Crime - Drama - Thriller","N/A","N/A","Why So Serious?","2008-07-16","Jonathan Nolan - Christopher Nolan","USA","2:32:13","Christopher Nolan","Christian Bale - Michael Caine - Heath
Ledger - Gary Oldman - Aaron Eckhart -
Maggie Gyllenhaal - Morgan Freeman -
Monique Gabriela Curnen - Ron Dean -
Nestor Carbonell - Chin Han - Eric
Roberts - Ritchie Coster - Anthony
Michael Hall - Keith Szarabajka - Joshua
Harto - Melinda McGraw - Nathan Gamble -
Michael Jai White - Colin McFarlane -
Nydia Rodriguez Terracina - Tom Lister
Jr. - William Fichtner - Cillian Murphy
- Patrick Leahy - Matt Skiba - David
Dastmalchian - Michael Vieau - Michael
Stoyanov - William Smillie - Danny
Goldring - Matthew O'Neill - Olumiji
Olawumi - Greg Beam - Erik Hellman -
Beatrice Rosen - Vincenzo Nicoli -
Edison Chen - Andy Luther - James
Farruggio - Tom McElroy - Will Zahrn -
James Fierro - Sam Derence - Jennifer
Knox - Patrick Clear - Sarah Jayne Dunn
- Charles Venn - Winston G. Ellis -
Sophia Hinshelwood - Keith Kupferer -
Joseph Luis Caballero - Richard Dillane
- Daryl Satcher - Chris Petschler -
Aidan Feore - Philip Bulcock - Paul
Birchard - Walter Lewis - Vincent Riotta
- Nancy Crane - K. Todd Freeman - Matt
Shallenberger - Michael Andrew Gorman -
Lanny Lutz - Peter DeFaria - Matt Rippy
- Andrew Bicknell - Ariyon Bakare - Doug
Ballard - Helene Wilson - Tommy Campbell
- Joshua Rollins - Dale Rivera - Matthew
Leitch - Thomas Gaitsch - William
Armstrong - Adam Kalesperis - Tristan
Tait - Bronson Webb - Gertrude Kyles -
Jonathan Ryland - James Scales - Nigel
Carrington - Ian Pirie - Lateef Lovejoy
- Wai Wong - Michael Corey Foster -
Hannah Gunn - Brandon Lambdin - Jon Lee
Brody - Debbi Burns - Maritza Cabrera -
Shirin Caiola - Henry Milton Chu - Kelli
Clevenger - Richard Divizio - Tony
Domino - David Fultz - Natalie Hallam -
Jordon Hodges - Erron Jay - Daniel
Jefferson - Nicky Katt - Thomas Kosik -
Don Kress - Tim Krueger - Dan Latham -
Tom McComas - Joseph Oliveira - Buster
Reeves - Michelle Shields - Sofiya
Smirnova - Bruce Spielbauer - Robert
Patrick Stern - Robert Stone - Richard
Strobel - John Turk - Chris Wilson -
Kevin Zaideman","N/A","collection","0","Batman","The Dark Knight","2018-09-10","2018-09-10","eng - hin","N/A - N/A","eng - eng - chi","N/A - N/A - N/A","pgs - srt - srt","N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt0468569","en","/library/metadata/5455/thumb/1536607097","/library/metadata/5455/art/1536607097","mixed","No Rules - Dishonor Guard - Somebody
with Access - Hero with a Face - Men of
Their Word - Why So Serious? - Kill the
Batman - Protector's Mantle - Last Game
in Town - Unknown Limits - Robbery Gone
Stranger - Right Choice - Watch the
World Burn - Your Plan Is Blackmail? - I
Am the Batman - Hong Kong Holiday -
Tonight's Entertainment - Landing Lau -
Intimidate Mode - Trip to Country - Bat-
Pod Faceoff - We Got Him - Good Cop, Bad
Cop. - Two-Way Race - Burned Down -
Harvey Two-Face - Better Class of
Criminal - Watch Out - Agent of Chaos -
Hospital Boom - Too Much Power - Unlucky
- Ferry Scary - Prewitt Building Siege -
Verge of Fireworks - Battle for Gotham's
Soul - One Pointing the Gun - Dark
Knight - End Credits"
"5290","The Dark Knight Rises","Dark Knight Rises","Warner Bros. Pictures","PG-13","2012","8.7","Following the death of District Attorney
Harvey Dent, Batman assumes
responsibility for Dent's crimes to
protect the late attorney's reputation
and is subsequently hunted by the Gotham
City Police Department. Eight years
later, Batman encounters the mysterious
Selina Kyle and the villainous Bane, a
new terrorist leader who overwhelms
Gotham's finest. The Dark Knight
resurfaces to protect a city that has
branded him an enemy.","Action - Thriller","N/A","N/A","The Legend Ends","2012-07-16","Jonathan Nolan - Christopher Nolan","United Kingdom","2:44:32","Christopher Nolan","Christian Bale - Michael Caine - Gary
Oldman - Anne Hathaway - Tom Hardy -
Marion Cotillard - Joseph Gordon-Levitt
- Morgan Freeman - Matthew Modine - Alon
Aboutboul - Ben Mendelsohn - Burn Gorman
- Daniel Sunjata - Cillian Murphy - Liam
Neeson - Juno Temple - Nestor Carbonell
- Josh Stewart - Aidan Gillen - Tom
Conti - Joey King - Josh Pence - John
Nolan - Warren Brown - Sam Kennard -
Aliash Tepina - Nick Julian - Miranda
Nolan - Claire Julien - Brett Cullen -
Reggie Lee - Joseph Lyle Taylor - Chris
Ellis - Duane Henry - James Harvey Ward
- Gonzalo Menendez - Cameron Jack - Lex
Daniel - Tyler Dean Flores - Thomas
Lennon - Trevor White - Rob Brown -
Daina Griffith - Fredric Lehne -
Courtney Munch - Chris Hill - Travis
Guba - Jay Benedict - Will Estes - David
Dayan Fisher - Glen Powell - Ben Cornish
- Russ Fega - Andres Perez-Molina -
Brent Briscoe - Oliver Cotton - Mark
Killeen - Sarah Goldberg - John
MacMillan - Robert Wisdom - Ronnie Gene
Blevins - John Hollingworth - Ian Bohen
- Uri Gavriel - Noel Gugliemi - Hector
Atreyu Ruiz - Patrick Cox - Aramis
Knight - William Devane - David Gyasi -
Patrick Jordan - Joshua Elijah Reese -
Desmond Harrington - Mychael Bates -
Tomas Arana - Peter Holden - David
Monahan - Jillian Armenante - Aja Evans
- Aldous Davidson - Wade Williams - Jake
Canuso - Julie Mun - Rory Nolan - Harry
Coles - Massi Furlan - Christopher Judge
- Patrick Leahy - Todd Gearhart - Kevin
Kiely - Daniel Newman - Marc Abbink -
Isiah Adams - Robert Arensen - Grant
Babbitt - Fileena Bahris - Rick Bolander
- Kyle Patrick Brennan - Bill Cowher -
Graham Curry - Stephanie Domini Ehlert -
John Farrer - Frank Fata - Christopher
Bryan Gomez - Vito Grassi - Michael Wren
Gucciardo - Sam Harris - John W.
Iwanonkiw - Cindy Jackson - Daniel
Jordano - William Kania - Alex Kruz -
Silvia Lombardo - Allen Merritt - Olan
Montgomery - Joseph O'Brien - Michael
Papajohn - Salomon Passariello - Kyle
David Pierce - Troy Polamalu - Michael
Power - Kirsten Roeters - Eric Salazar -
Emily Schooley - Thomas Tull - Vincent
van Ommen - Michelle Vezzani - Jason Yee
- Maria Zambrana - Matthew Gooley - Jeff
Moffitt - London May","N/A","collection","0","Batman","The Dark Knight Rises","2018-09-10","2018-09-10","eng - hin","N/A - N/A","eng","N/A","pgs","N/A","N/A","N/A","http://www.imdb.com/title/tt1345836","en","/library/metadata/5290/thumb/1536589334","/library/metadata/5290/art/1536589334","media","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A - N/A - N/A - N/A - N/A - N/A -
N/A - N/A - N/A - N/A - N/A"
"16","Darkest Hour","Darkest Hour","Working Title Films","PG-13","2017","8.5","A thrilling and inspiring true story
begins on the eve of World War II as,
within days of becoming Prime Minister
of Great Britain, Winston Churchill must
face one of his most turbulent and
defining trials: exploring a negotiated
peace treaty with Nazi Germany, or
standing firm to fight for the ideals,
liberty and freedom of a nation. As the
unstoppable Nazi forces roll across
Western Europe and the threat of
invasion is imminent, and with an
unprepared public, a skeptical King, and
his own party plotting against him,
Churchill must withstand his darkest
hour, rally a nation, and attempt to
change the course of world history.","Biography - Drama - History - War","N/A","N/A","Never never never surrender","2017-11-22","Anthony McCarten","United Kingdom","2:04:54","Joe Wright","Gary Oldman - Kristin Scott Thomas -
Lily James - Stephen Dillane - Ronald
Pickup - Ben Mendelsohn - Nicholas Jones
- Samuel West - David Schofield -
Richard Lumsden - Malcolm Storry -
Hilton McRae - Benjamin Whitrow - Joe
Armstrong - Adrian Rawlins - David
Bamber - David Strathairn - Jeremy Child
- Brian Pettifer - Michael Gould - John
Atterbury - Charley Palmer Rothwell -
Hannah Steele - Philip Martin Brown -
Nia Gwynne - Faye Marsay - Jordan Waller
- Mary Antony - Bethany Muir - Anna
Burnett - James Eeles - Roisin O'Neill -
Joanna Neary - Flora Nicholson - Richard
Glover - Paul Leonard - Eric MacLennan -
Tom Ashley - Pip Torrens - Bronte
Carmichael - Patsy Ferran - John Locke","N/A","N/A","0","N/A","Darkest Hour","2018-09-01","2018-09-04","eng - eng","Darkest.Hour.2017.1080p.BluRay.x264.True
HD.7.1.Atmos-FGT - Darkest.Hour.2017.108
0p.BluRay.x264.TrueHD.7.1.Atmos-FGT","eng - eng","English-SRT - English_PGS","srt - pgs","N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt4555426","en","/library/metadata/16/thumb/1536102901","/library/metadata/16/art/1536102901","media","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A - N/A - N/A - N/A - N/A - N/A -
N/A - N/A - N/A - N/A - N/A - N/A - N/A"
"5872","Dead Poets Society","Dead Poets Society","Touchstone Pictures","PG","1989","8.4","At an elite, old-fashioned boarding
school in New England, a passionate
English teacher inspires his students to
rebel against convention and seize the
potential of every day, courting the
disdain of the stern headmaster.","Comedy - Drama","N/A","N/A","He was their inspiration. He made their
lives extraordinary.","1989-06-02","Tom Schulman - Tom Schulman","USA","2:10:08","Peter Weir","Robin Williams - Ethan Hawke - Robert
Sean Leonard - Gale Hansen - Josh
Charles - Dylan Kussman - Allelon
Ruggiero - James Waterston - Norman
Lloyd - Kurtwood Smith - Carla Belver -
Leon Pownall - George Martin - Alexandra
Powers - Melora Walters","N/A","N/A","0","N/A","Dead Poets Society","2018-10-14","2018-10-19","N/A","N/A","eng - chi - eng - chi","N/A - N/A - N/A - N/A","srt - srt - srt - srt","N/A - N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt0097165","en","/library/metadata/5872/thumb/1539934258","/library/metadata/5872/art/1539934258","N/A","N/A"
"18","Deadpool","Deadpool","20th Century Fox","R","2016","8.3","Deadpool tells the origin story of
former Special Forces operative turned
mercenary Wade Wilson, who after being
subjected to a rogue experiment that
leaves him with accelerated healing
powers, adopts the alter ego Deadpool.
Armed with his new abilities and a dark,
twisted sense of humor, Deadpool hunts
down the man who nearly destroyed his
life.","Action - Adventure - Comedy - Sci-Fi","N/A","N/A","Witness the beginning of a happy ending","2016-02-09","Rhett Reese - Paul Wernick","USA","1:48:06","Tim Miller","Ryan Reynolds - Morena Baccarin - Ed
Skrein - T.J. Miller - Gina Carano -
Brianna Hildebrand - Stefan Kapičić -
Andre Tricoteux - Leslie Uggams - Karan
Soni - Jed Rees - Stan Lee - Rob Liefeld
- Rob Hayter - Randal Reeder - Isaac C.
Singleton Jr. - Michael Benyaer - Style
Dayne - Kyle Cassie - Taylor Hickson -
Ayzee - Naika Toussaint - Justyn
Shippelt - Donna Yamamoto - Hugh Scott -
Cindy Piper - Emily Haine - Aatash Amir
- Chad Riley - Darcey Johnson - Kyle
Rideout - Jason William Day - Ben
Wilkinson - Rachel Sheen - Paul Lazenby
- Heather Ashley Chase - Paul Belsito -
Fabiola Colmenero - Victoria De Mare -
David Hardware - Matthew Hoglie - Tony
Chris Kazoleas - Greg LaSalle - David
Longworth - Michael Neumeyer - Sean Quan
- Anthony J. Sacco - Olesia Shewchuk -
Dan Zachary","N/A","collection","0","Deadpool","Deadpool","2018-08-17","2018-11-30","eng - eng - eng - N/A","Deadpool.2016.2160p.BluRay.x265.10bit.SD
R.DTS-HD.MA.TrueHD.7.1.Atmos-SWTYBLZ - D
eadpool.2016.2160p.BluRay.x265.10bit.SDR
.DTS-HD.MA.TrueHD.7.1.Atmos-SWTYBLZ - De
adpool.2016.2160p.BluRay.x265.10bit.SDR
.DTS-HD.MA.TrueHD.7.1.Atmos-SWTYBLZ -
N/A","eng - eng - fre - spa - dan - dut - fin
- ger - ita - nor - swe - chi - chi -
eng - eng - chi","English-SRT - English-PGS - French-PGS -
Spanish-PGS - Danish-PGS - Dutch-PGS -
Finnish-PGS - German-PGS - Italian-PGS -
Norwegian-PGS - Swedish-PGS - Chinese-
PGS - Chinese-PGS - English-FORCED-PGS -
N/A - N/A","srt - pgs - pgs - pgs - pgs - pgs - pgs
- pgs - pgs - pgs - pgs - pgs - pgs -
pgs - srt - srt","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A - N/A - N/A - N/A - N/A - N/A -
N/A - N/A - N/A","N/A - N/A","N/A - N/A","http://www.imdb.com/title/tt1431045","en","/library/metadata/18/thumb/1543561886","/library/metadata/18/art/1543561886","agent","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A - N/A - N/A - N/A - N/A - N/A -
N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A - N/A - N/A - N/A - N/A - N/A -
N/A - N/A"
"17","Deadpool 2","Deadpool 2","20th Century Fox","R","2018","8.3","Wisecracking mercenary Deadpool battles
the evil and powerful Cable and other
bad guys to save a boy's life.","Action - Adventure - Comedy - Sci-Fi","N/A","N/A","Prepare for the Second Coming.","2018-05-15","Paul Wernick - Rhett Reese - Ryan
Reynolds","USA","2:13:59","David Leitch","Ryan Reynolds - Josh Brolin - Morena
Baccarin - Julian Dennison - Zazie Beetz
- T.J. Miller - Leslie Uggams - Karan
Soni - Brianna Hildebrand - Jack Kesy -
Eddie Marsan - Shiori Kutsuna - Stefan
Kapičić - Andre Tricoteux - Randal
Reeder - Nikolai Witschl - Thayr Harris
- Rob Delaney - Lewis Tan - Bill
Skarsgård - Terry Crews - Brad Pitt -
Paul Wu - Robert Maillet - Alan Tudyk -
Matt Damon - Michasha Armstrong - Hayley
Sales - Islie Hirvonen - Joe Doserro -
Jagua Arneja - Gerry South - Mike Dopud
- Luke Roessler - Andy Canete - Tanis
Dolman - Eleanor Walker - Hunter Dillon
- Sala Baker - Sonia Sunger - Paul
Wernick - Rhett Reese - Abiola Uthman -
Tony Bailey - David Leitch - Hugh
Jackman - James McAvoy - Nicholas Hoult
- Kodi Smit-McPhee - Tye Sheridan - Evan
Peters - Alexandra Shipp","N/A","collection","0","Deadpool","Deadpool 2","2018-08-17","2018-11-30","eng - eng","N/A - N/A","eng - eng - chi - eng - chi","N/A - N/A - N/A - N/A - N/A","pgs - srt - srt - srt - srt","N/A - N/A - N/A - N/A - N/A","N/A - N/A","N/A - N/A","http://www.imdb.com/title/tt5463162","en","/library/metadata/17/thumb/1543561884","/library/metadata/17/art/1543561884","N/A","N/A"
"6140","The Death of Stalin","Death of Stalin","Gaumont","R","2017","9.6","When tyrannical dictator Josef Stalin
dies in 1953, his parasitic cronies
square off in a frantic power struggle
to become the next Soviet leader. Among
the contenders are the dweebish Georgy
Malenkov, the wily Nikita Khrushchev and
Lavrenti Beria, the sadistic secret
police chief.","Comedy - Drama - History - War","N/A","N/A","In the Kremlin, no one can hear you
scheme","2017-10-20","Armando Iannucci - David Schneider - Ian
Martin - Fabien Nury","France","1:46:34","Armando Iannucci","Steve Buscemi - Simon Russell Beale -
Paddy Considine - Rupert Friend - Jason
Isaacs - Olga Kurylenko - Michael Palin
- Andrea Riseborough - Paul Chahidi -
Dermot Crowley - Paul Whitehouse -
Adrian McLoughlin - Jeffrey Tambor - Tom
Brooke - Justin Edwards - Paul Ready -
Yulya Muhrygina - Andrey Korzhenevskiy -
Roger Ashton-Griffiths - Jeremy Limb -
Andy Gathergood - Alexander Piskunov -
Ruslav Neupokoev - Alla Bineeva -
Nicholas Woodeson - Elaine Caxton -
George Potts - Sylvestra Le Touzel -
Nicholas Sidi - Jonny Phillips - Alex
Harvey-Brown - Tim Steed - June Watson -
Adam Shaw - Daniel Tuite - David Crow -
Karl Johnson - Cara Horgan - Emilio
Iannucci - Daniel Booroff - Dan Mersh -
Richard Brake - James Barriscale -
Daniel Tatarsky - Ricky Gabriellini -
Eva Sayer - Diana Quick - Adam Ewan -
Michael Ballard - Phil Deguara -
Jonathan Aris - Katie McCreedy - Ewan
Bailey - Leeroy Murray - Keely Smith -
Sheng-Chien Tsai - Dave Wong - Sergey
Korshkov - Alexander Grigorivev - Olga
Dadukevich - Nastya Koshevatskaya -
Danya Bochkov - Sebastian Aton - Nastya
Karpenko - Gerald Lepkowski - Luke
D'Silva - Daniel Chapple - Ellen Evans -
Oleg Drach - Daniel Fearn","N/A","N/A","0","N/A","The Death of Stalin","2018-11-16","2018-11-16","N/A","N/A","eng - eng - chi - chi - eng - eng - chi
- chi","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A","srt - srt - srt - srt - srt - srt - srt
- srt","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A","N/A","N/A","http://www.imdb.com/title/tt4686844","en","/library/metadata/6140/thumb/1542429504","/library/metadata/6140/art/1542429504","N/A","N/A"
"155","Despicable Me","Despicable Me","Universal Pictures","PG","2010","8.1","Villainous Gru lives up to his
reputation as a despicable, deplorable
and downright unlikable guy when he
hatches a plan to steal the moon from
the sky. But he has a tough time staying
on task after three orphans land in his
care.","Animation - Comedy - Family - Fantasy","1","2018-10-20","Superbad. Superdad.","2010-07-08","Ken Daurio - Cinco Paul","USA","1:34:40","Pierre Coffin - Chris Renaud","Steve Carell - Jason Segel - Russell
Brand - Julie Andrews - Will Arnett -
Kristen Wiig - Miranda Cosgrove - Dana
Gaier - Elsie Fisher - Pierre Coffin -
Chris Renaud - Jemaine Clement - Jack
McBrayer - Danny McBride - Mindy Kaling
- Rob Huebel - Ken Jeong - Ken Daurio -
Scott Menville - Mikaila Baumel","N/A","collection","0","Despicable Me","Despicable Me","2018-09-04","2018-11-30","eng - eng - heb - eng","Despicable.Me.2010.2160p.BluRay.x265.10b
it.SDR.DTS-X.7.1-SWTYBLZ - Despicable.Me
.2010.2160p.BluRay.x265.10bit.SDR.DTS-X.
7.1-SWTYBLZ - אל תורידו תרגומים מאתר
טורק, אלא מ - Www.Sratim.co.il |
Www.subscenter.org","eng - eng - spa - fre - eng - chi - eng
- chi - heb - eng - chi - eng - chi","English-SRT - English-PGS - Spanish-PGS
- French-PGS - N/A - N/A - N/A - N/A -
אל תתקרבו לטורק! אתר הפוגע במתרגמים
ובתרגומים - N/A - N/A - N/A - N/A","srt - pgs - pgs - pgs - srt - srt - srt
- srt - srt - srt - srt - srt - srt","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A - N/A - N/A - N/A - N/A - N/A","N/A - N/A","N/A - N/A","http://www.imdb.com/title/tt1323594","en","/library/metadata/155/thumb/1543561909","/library/metadata/155/art/1543561909","media","אל תתקרבו לטורק! אתר הפוגע במתרגמים
ובתרגומים  00:00:00.000 - אל תתקרבו
לטורק! אתר הפוגע במתרגמים ובתרגומים
00:03:22.411 - אל תתקרבו לטורק! אתר
הפוגע במתרגמים ובתרגומים  00:06:31.891 -
אל תתקרבו לטורק! אתר הפוגע במתרגמים
ובתרגומים  00:12:05.099 - אל תתקרבו
לטורק! אתר הפוגע במתרגמים ובתרגומים
00:13:50.496 - אל תתקרבו לטורק! אתר
הפוגע במתרגמים ובתרגומים  00:18:38.826 -
אל תתקרבו לטורק! אתר הפוגע במתרגמים
ובתרגומים  00:23:06.844 - אל תתקרבו
לטורק! אתר הפוגע במתרגמים ובתרגומים
00:25:56.221 - אל תתקרבו לטורק! אתר
הפוגע במתרגמים ובתרגומים  00:30:40.839 -
אל תתקרבו לטורק! אתר הפוגע במתרגמים
ובתרגומים  00:34:48.753 - אל תתקרבו
לטורק! אתר הפוגע במתרגמים ובתרגומים
00:39:43.047 - אל תתקרבו לטורק! אתר
הפוגע במתרגמים ובתרגומים  00:43:38.366 -
אל תתקרבו לטורק! אתר הפוגע במתרגמים
ובתרגומים  00:48:19.188 - אל תתקרבו
לטורק! אתר הפוגע במתרגמים ובתרגומים
00:52:52.502 - אל תתקרבו לטורק! אתר
הפוגע במתרגמים ובתרגומים  00:56:46.111 -
אל תתקרבו לטורק! אתר הפוגע במתרגמים
ובתרגומים  01:02:08.016 - אל תתקרבו
לטורק! אתר הפוגע במתרגמים ובתרגומים
01:09:23.868 - אל תתקרבו לטורק! אתר
הפוגע במתרגמים ובתרגומים  01:16:25.456 -
אל תתקרבו לטורק! אתר הפוגע במתרגמים
ובתרגומים  01:22:41.581 - אל תתקרבו
לטורק! אתר הפוגע במתרגמים ובתרגומים
01:27:35.375"
"19","Despicable Me 2","Despicable Me 2","Universal Pictures","PG","2013","7.4","Gru is recruited by the Anti-Villain
League to help deal with a powerful new
super criminal.","Animation - Adventure - Comedy - Family
- Fantasy - Sci-Fi","1","2018-10-23","Back 2 Work","2013-06-25","Cinco Paul - Ken Daurio","USA","1:37:58","Pierre Coffin - Chris Renaud","Steve Carell - Kristen Wiig - Benjamin
Bratt - Miranda Cosgrove - Dana Gaier -
Elsie Fisher - Russell Brand - Ken Jeong
- Steve Coogan - Moisés Arias - Nasim
Pedrad - Kristen Schaal - Pierre Coffin
- Chris Renaud - Vanessa Bayer - Ava
Acres - Jim Ward - Bailey Gambertoglio -
Sherry Lynn - Nickolai Stoilov - Claira
Nicole Titman","N/A","collection","0","Despicable Me","Despicable Me 2","2018-09-03","2018-11-30","eng - eng","N/A - N/A","eng - chi - chi - eng - eng - chi - eng
- chi","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A","srt - srt - srt - srt - srt - srt - srt
- srt","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A","N/A - N/A","N/A - N/A","http://www.imdb.com/title/tt1690953","en","/library/metadata/19/thumb/1543561887","/library/metadata/19/art/1543561887","N/A","N/A"
"5151","Despicable Me 3","Despicable Me 3","Universal Pictures","PG","2017","6.0","Gru and his wife Lucy must stop former
'80s child star Balthazar Bratt from
achieving world domination.","Animation - Action - Adventure - Comedy
- Family - Fantasy - Sci-Fi","N/A","2018-10-23","Oh brother.","2017-06-15","Ken Daurio - Cinco Paul","USA","1:29:40","Kyle Balda - Pierre Coffin","Steve Carell - Kristen Wiig - Trey
Parker - Miranda Cosgrove - Dana Gaier -
Nev Scharrel - Steve Coogan - Julie
Andrews - Jenny Slate - Pierre Coffin -
Chris Renaud - Andy Nyman - Michael
Beattie - Tara Strong - Adrian Ciscato -
Brian T. Delaney - Ken Daurio - Matthew
Wood - Katia Saponenko - Jude Alpers -
Cory Walls - Sophie M. Siadatpour -
Martavious Gayles","N/A","collection","0","Despicable Me","Despicable Me 3","2018-09-09","2018-10-23","eng","N/A","eng - eng - eng - chi - eng - chi","N/A - SDH - N/A - N/A - N/A - N/A","srt - srt - srt - srt - srt - srt","N/A - N/A - N/A - N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt3469046","en","/library/metadata/5151/thumb/1540345944","/library/metadata/5151/art/1540345944","media","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A - N/A - N/A - N/A - N/A - N/A -
N/A - N/A - N/A - N/A - N/A - N/A - N/A"
"5580","Detective Chinatown","Detective Chinatown","MM2 Entertainment","N/A","2015","6.6","After being rejected from the police
college, a mannerly man travels to
Bangkok where he and an energetic
distant relative must solve a murder
case.","Action - Comedy - Mystery","N/A","N/A","N/A","2015-12-31","N/A","China","2:15:20","Chen Sicheng","Baoqiang Wang - Liu Haoran - Tong Liya -
Chen He - Xiao Shenyang - Xiao Yang -
Pan Yue-Ming - Marc Ma Yu-He - Zhang
Zifeng - Zhao Ying-Zhun - Sang Ping","N/A","collection","0","Detective Chinatown","唐人街探案","2018-09-13","2018-09-13","N/A","N/A","eng","N/A","srt","N/A","N/A","N/A","http://www.imdb.com/title/tt5290882","en","/library/metadata/5580/thumb/1536820311","/library/metadata/5580/art/1536820311","N/A","N/A"
"5152","Detective Chinatown 2","Detective Chinatown 2","Wanda Pictures","R","2018","5.4","Driven by the desire for the huge
reward, Tang Ren (by Wang Baoqiang)
tricked Qin Feng (by Liu Haoran) to New
York, to attend the World Detective
Contest,. Later on, behind the crazy
competition, Qin and Tang discovered the
real hidden facts of this contest.","Action - Comedy","N/A","N/A","N/A","2018-02-16","Chen Sicheng","China","2:00:47","Chen Sicheng","Baoqiang Wang - Liu Haoran - Xiao Yang -
Natasha Liu Bordizzo - Yuxian Shang -
Bai Ling - Wang Xun - Michael Pitt -
Satoshi Tsumabuki - Yuen Wah - Kenneth
Tsang - Brett Azar - Yang Jinci - Wang
Chengsi - Benja K. Thomas - Tong Liya -
Chen Sicheng - Joe Xi Huang - Zhao
Yingjun","N/A","collection","0","Detective Chinatown","唐人街探案2","2018-09-09","2018-09-09","eng","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.imdb.com/title/tt7752454","en","/library/metadata/5152/thumb/1536523943","/library/metadata/5152/art/1536523943","N/A","N/A"
